text,annotations
we ' d go back again,"[('null', 'restaurant general', 'positive', 'null')]"
i recently went to this restaurant with some co - workers for lunch and had an amazing time .,"[('restaurant', 'restaurant general', 'positive', 'amazing time')]"
"the staff was accomodating , the food was absolutely delicious and the place is lovely .","[('staff', 'service general', 'positive', 'accomodating')]"
we even had a visit from the manager who wanted to make sure we were enjoying ourselves .,"[('manager', 'service general', 'positive', 'null')]"
"yes , the prices are high , but i felt it was worth it .","[('null', 'restaurant prices', 'negative', 'high')]"
we all felt it was worth it .,"[('null', 'restaurant general', 'positive', 'worth')]"
sometimes i get good food and ok service .,"[('food', 'food quality', 'positive', 'good')]"
"sometimes i get bad food and bad service , sometimes i get good good and bad service .","[('food', 'food quality', 'negative', 'bad')]"
it is not consistent .,"[('null', 'restaurant general', 'negative', 'not consistent')]"
the place is a bistro which means : simple dishes and wine served efficiently in a bustling atmosphere .,"[('dishes', 'food style options', 'positive', 'simple')]"
and where does patis go wrong ; no where .,"[('patis', 'restaurant general', 'positive', 'null')]"
"you are not eating haut cuisine with subtle hints of whatever but : cassuolet , steake fritte , tripe stew , etc ; simple stuff .","[('null', 'food style options', 'positive', 'null')]"
right off the l in brooklyn this is a nice cozy place with good pizza .,"[('pizza', 'food quality', 'positive', 'good')]"
mine was a little burnt but still delicious with goat cheese and panchetta ( raddichio was kind of bitter though ) .,"[('raddichio', 'food quality', 'negative', 'bitter')]"
my friend got the mushroom pizza which tasted better .,"[('mushroom pizza', 'food quality', 'positive', 'better')]"
the sangria was pretty tasty and good on a hot muggy day .,"[('sangria', 'drinks quality', 'positive', 'tasty')]"
kind of a small place but i guess if they are not too busy might be able to fit a group or kids .,"[('place', 'restaurant miscellaneous', 'neutral', 'small')]"
overall i would recommend it and go back again .,"[('null', 'restaurant general', 'positive', 'recommend')]"
i started out with a bombay beer which was big enough for two .,"[('bombay beer', 'drinks style options', 'positive', 'big')]"
mmmmm . . . it was delicious .,"[('null', 'food quality', 'positive', 'delicious')]"
"service was slow , but the people were friendly .","[('service', 'service general', 'negative', 'slow')]"
it ' s a nice place to relax and have conversation .,"[('place', 'ambience general', 'positive', 'nice')]"
i ca n ' t wait to go back .,"[('null', 'restaurant general', 'positive', 'null')]"
the food is authentic italian - delicious !,"[('food', 'food quality', 'positive', 'authentic')]"
"pizza is terrific , as is homemade pasta .","[('pizza', 'food quality', 'positive', 'terrific')]"
"ambience is delightful , service impeccable .","[('ambience', 'ambience general', 'positive', 'delightful')]"
service was also horrible and the ambience is not that great .,"[('service', 'service general', 'negative', 'horrible')]"
do not try unless you ' re just going there to hang out like the rest of the hipsters who apparently have no sense of taste .,"[('null', 'restaurant miscellaneous', 'negative', 'null')]"
i go and eat out at many different restaurants and this is one place you have go and try .,"[('place', 'restaurant general', 'positive', 'null')]"
this is my first time writing a review for a restaurant because the food and service was excellent .,"[('food', 'food quality', 'positive', 'excellent')]"
the filet mignon dish was superb !,"[('filet mignon dish', 'food quality', 'positive', 'superb')]"
i would defiantly come back here again as one of my top choices .,"[('null', 'restaurant general', 'positive', 'top choices')]"
it ' s a small cute restaurant .,"[('restaurant', 'restaurant general', 'positive', 'small')]"
i absolutely love this place ! ! !,"[('place', 'restaurant general', 'positive', 'love')]"
"i like the ambience , it ' s very dark and original .","[('ambience', 'ambience general', 'positive', 'like')]"
the sushi is amazing ! ! !,"[('sushi', 'food quality', 'positive', 'amazing')]"
and amazingly cheap .,"[('null', 'food prices', 'positive', 'amazingly')]"
very affordable and excellent ambient !,"[('ambient', 'ambience general', 'positive', 'excellent')]"
we ordered some beef and noodle soup dishes from the thai section of the menu but nothing we got was thai .,"[('beef and noodle soup dishes', 'food quality', 'negative', 'null')]"
we were very disappointed .,"[('null', 'food quality', 'negative', 'disappointed')]"
we wo n ' t go to this place again for a good meal .,"[('meal', 'food quality', 'negative', 'good')]"
"however , i think this place is a good hang out spot .","[('place', 'ambience general', 'positive', 'good')]"
my girlfriend and i stumbled onto this hopping place the other night and had a great time !,"[('place', 'restaurant general', 'positive', 'great time')]"
"they tell me they are going to cover the garden in glass for the winter , so i ' m looking forward to going there on a snowy night to enjoy it .","[('null', 'restaurant miscellaneous', 'positive', 'enjoy')]"
check this place out !,"[('place', 'restaurant general', 'positive', 'null')]"
highly recommended ! ! ! ! !,"[('null', 'restaurant general', 'positive', 'recommended')]"
"first of all , this place is * not * romantic , as claimed by citysearch ' s editorial review .","[('place', 'ambience general', 'negative', '* not * romantic')]"
"either that , or the editor ' s idea of romance must be sharing a conversation with the next table , while trying to speak louder than the traffic on 57th .","[('null', 'ambience general', 'negative', 'null')]"
"the tables are crammed way too close , the menu is typical of any italian restaurant , and the wine list is simply overpriced .","[('tables', 'ambience general', 'negative', 'crammed')]"
slightly above average wines start at $ 70 + with only one selection listed at $ 30 + .,"[('wines', 'drinks quality', 'negative', 'above average')]"
service is not what one would expect from a joint in this price category .,"[('service', 'service general', 'negative', 'not what one would expect')]"
"for instance , plates were just dumped on the table , i was handed the wine list upside down , etc . . . .","[('null', 'service general', 'negative', 'null')]"
somehow working the italian charm with constant mille grazie does not constitute proper service .,"[('service', 'service general', 'negative', 'not constitute proper')]"
"to be completely fair , the only redeeming factor was the food , which was above average , but could n ' t make up for all the other deficiencies of teodora .","[('food', 'food quality', 'positive', 'above average')]"
not one of our meals was edible - bland and / or made with weird rosemary or orange flavoring .,"[('meals', 'food quality', 'negative', 'edible')]"
fish was overdone .,"[('fish', 'food quality', 'negative', 'overdone')]"
"cute place , nice wait staff but would never go there again .","[('wait staff', 'service general', 'positive', 'nice')]"
someone else recommended the dessert - we also left that .,"[('dessert', 'food quality', 'negative', 'recommended')]"
one of us actually liked the expresso - that ' s it .,"[('expresso', 'drinks quality', 'positive', 'liked')]"
"skip this restaurant , it ' s a big disappointment .","[('restaurant', 'restaurant general', 'negative', 'skip')]"
myagi is one of my favorite restaurants in the city ; the place the negative reviews describe sound like they were somewhere else .,"[('myagi', 'restaurant general', 'positive', 'favorite')]"
i ' ve never had bad service and the fish is fresh and delicious .,"[('service', 'service general', 'positive', 'never had bad')]"
their tuna tartar appetizer is to die for .,"[('tuna tartar appetizer', 'food quality', 'positive', 'die for')]"
"i come from a family of pizzeria owners , and i ' m almost ashamed to say that the pizza in fornino ' s blows my families receipies away .","[('pizza', 'food quality', 'positive', 'ashamed')]"
the place is so cool and the service is prompt and curtious .,"[('service', 'service general', 'positive', 'prompt')]"
i highly recommend to anyone to give this place a try .,"[('place', 'restaurant general', 'positive', 'recommend')]"
you will find yourself returning quite often .,"[('null', 'restaurant general', 'positive', 'null')]"
