text,annotations
great laptop for expansion and upgrade .,"[('laptop', 'laptop design features', 'positive', 'great')]"
all in all it is a great machine .,"[('machine', 'laptop general', 'positive', 'great')]"
best laptop i ' ve ever owned .,"[('laptop', 'laptop general', 'positive', 'best')]"
this computer lives up to its expectations .,"[('computer', 'laptop general', 'positive', 'null')]"
"the sound quality is ok , and even at full volume isn ' t that loud , but that ' s not a big deal for me .","[('sound quality', 'multimedia devices quality', 'neutral', 'ok')]"
"from the moment i opened it , i was thoroughly pleased .","[('null', 'laptop general', 'positive', 'pleased')]"
it ' s lightning fast and handles games like skyrim and the witcher 3 surprisingly smoothly for the price i paid .,"[('null', 'laptop operation performance', 'positive', 'fast')]"
superb value for money and powerful performance from this quad core computer .,"[('quad core computer', 'laptop operation performance', 'positive', 'powerful')]"
it has and does everything it should .,"[('null', 'laptop operation performance', 'positive', 'null')]"
"screen is bright , doesn ' t feel heavy .","[('screen', 'display design features', 'positive', 'bright')]"
"i ' m not a power user , so it is perfect for my needs .","[('null', 'battery operation performance', 'positive', 'perfect')]"
keys type nicely .,"[('keys', 'keyboard operation performance', 'positive', 'nicely')]"
"only wish the power button was somewhere else , its too easy to hit accidentally .","[('power button', 'battery design features', 'negative', 'null')]"
this laptop has handled everything i have thrown at it .,"[('laptop', 'laptop operation performance', 'positive', 'null')]"
the screen looks good despite some other reviews .,"[('screen', 'display general', 'positive', 'good')]"
my cpu also runs over 3ghz most of the time with no heating issues either .,"[('cpu', 'cpu operation performance', 'positive', 'null')]"
after running good for the initial 25 first days it won ' t power on .,"[('null', 'laptop operation performance', 'negative', 'null')]"
i still find the one piece touch pads unreliable to use even after all the tweaking .,"[('touch pads', 'hardware operation performance', 'negative', 'unreliable')]"
"my first time with a solid state drive , very nice quick and quiet .","[('solid state drive', 'hard disc operation performance', 'positive', 'nice')]"
i will painfully learn the new pads .,"[('pads', 'hardware usability', 'negative', 'painfully')]"
this is a light - use business laptop that we ' ve had for a month .,"[('laptop', 'laptop portability', 'positive', 'light - use')]"
"the screen is more than sufficient for non - gaming , business use , and it seems as fast as expected .","[('screen', 'display operation performance', 'positive', 'sufficient')]"
"i ' ve owned several acer monitors that i ' ve always been pleased with , but this is the first computer .","[('acer monitors', 'display general', 'positive', 'pleased')]"
"anyways , i am a bit sad that the ssd is a bit hidden and with very low memory , especially since i launched it and had to deal with half of it being full of bloatware ( btw , anyone who is looking for playing games on it , remember that the ssd will be faster and better at handling them , not the hard drive , all your programs and games should be installed to the ssd , all your files to the hard drive for those who don ' t know ) of course , with a little luck , that is fixable .","[('ssd', 'hard disc design features', 'positive', 'luck')]"
the screen looks great ( though maybe not if all you do is look at 4k resolution ) and the keyboard response feels pretty good .,"[('screen', 'display design features', 'positive', 'great')]"
"the battery life is not quite as long as advertised , but i can get through daily life just fine without lugging my charger everywhere .","[('battery life', 'battery operation performance', 'neutral', 'fine')]"
to get the features like this good luck .,"[('null', 'laptop general', 'positive', 'good')]"
"its so fast just click and 1 to 2 seconds it shuffles through youtube , videos , web pages , any thing .","[('null', 'laptop operation performance', 'positive', 'fast')]"
people said it wasn ' t bright enough but i run at 50 to 75 percent and its white bright .,"[('null', 'display operation performance', 'positive', 'null')]"
"for the price , it ' s a solid laptop .","[('laptop', 'laptop price', 'positive', 'solid')]"
the keyboard is easy to type on ( and the backlight is an added plus ) .,"[('keyboard', 'keyboard operation performance', 'positive', 'easy')]"
you ' re not gon na find a deal like this too often .,"[('null', 'laptop price', 'positive', 'null')]"
"it ' s not perfect , but for casual users it ' s a steal .","[('null', 'laptop general', 'positive', 'not perfect')]"
i love this laptop !,"[('laptop', 'laptop general', 'positive', 'love')]"
"i have the intel core i7 , soooo fast !","[('intel core i7', 'cpu operation performance', 'positive', 'fast')]"
comfortable keyboard !,"[('keyboard', 'keyboard operation performance', 'positive', 'comfortable')]"
love the cortana !,"[('cortana', 'software general', 'positive', 'love')]"
first time user for windows 10 and it ' s pretty good .,"[('windows 10', 'os general', 'positive', 'good')]"
was very easy to add memory .,"[('null', 'laptop usability', 'positive', 'easy')]"
the acer is similar but bigger and heavier .,"[('acer', 'laptop design features', 'negative', 'bigger')]"
hope this review can save others from the initial hassle i endured because the chromebook 3 looks terrific in any other way .,"[('chromebook 3', 'laptop general', 'positive', 'terrific')]"
i bought the 4gb model which will hopefully last me a few years but it ' s nice and snappy now .,"[('4gb model', 'laptop general', 'positive', 'hopefully')]"
the 16gb of ssd storage is perfect as i use it for school and the biggest file i might be storing would be a picture .,"[('ssd storage', 'hard disc general', 'positive', 'perfect')]"
it integrates perfectly with my google account !,"[('null', 'laptop usability', 'positive', 'perfectly')]"
"it ' s lightweight , has a long battery life and although it ' s smaller than a standard laptop , the keyboard is easy to use .","[('battery life', 'battery quality', 'positive', 'long')]"
the only thing i ' m bummed about is the lack of google play .,"[('google play', 'software general', 'negative', 'lack')]"
i ' ve gotten more use out of this thing than i first envisioned .,"[('null', 'laptop usability', 'positive', 'null')]"
i added an sd card which has expanded on the 16gb of storage .,"[('sd card', 'memory general', 'neutral', 'null')]"
i have been using a chromebook now for three years and am totally satisfied .,"[('chromebook', 'laptop general', 'positive', 'satisfied')]"
for the price you can ' t beat a chromebook .,"[('chromebook', 'laptop price', 'positive', 'null')]"
chromebooks are light weight and start up immediately and are very easy to use .,"[('chromebooks', 'laptop design features', 'positive', 'light')]"
my old chromebook is an acer and i ' ve had absolutely no problems with it .,"[('acer', 'laptop general', 'positive', 'null')]"
"this samsung works as expected and is a good , basic chromebook .","[('samsung', 'laptop general', 'positive', 'good')]"
i love this chromebook !,"[('chromebook', 'laptop general', 'positive', 'love')]"
"the keyboard is easy to use , and there is no external noise to contend with .","[('keyboard', 'keyboard operation performance', 'positive', 'easy')]"
it is fantastic for the things that i need a computer for .,"[('null', 'laptop general', 'positive', 'fantastic')]"
"i highly recommend the samsung chromebook for browsing the internet , and for note taking .","[('samsung chromebook', 'laptop usability', 'positive', 'recommend')]"
